id,text,domain,category,FinalOff,FinalCB
1.31E+18, الخبراء في القانون د . عبيد الوسمي ود . محمد المقاطع : يطالبون باعادة النظر في قوانين التي تم اقرارها أمس للريبة والشك في سلامة اجراءاتها دستوريا .,News,Racial,no,no
1.31E+18," الخبير الاقتصادي ، عصام الدين عبد الوهاب بوب : السودان يعيش حالة كساد ، ونسبة التضخم بلغت 300 %",News,Racial,no,no
1.31E+18, الخبيرة في الشأن الاقتصادي جنات بن عبد الله : أزمة أظهرت عجز الدول العربية والنامية عن تأمين الحقوق الاقتصادية لمواطنيها,News,Racial,no,no
1.29E+18, الخزي والعار لمن يطبع طيب على الأقل احترم ميثاق جامعة الدول العربية و َمقترح الملك عبدالله تطبيع مقابل ماذا ؟,News,Racial,yes,yes
1.31E+18," الخطوة الكبرى في مشوار تدهور علاقات المملكة مع الخارج ، تمثلت في عملية اغتيال جمال ، الذي قُتل بصورة وحشية داخل القنصلية في إسطنبول لمزيد من التفاصيل ، تجدونها من خلال هذه الدراسة المترجمة :",News,Racial,no,no
1.31E+18, الخلايلة : فتح المساجد من فجر غد لجميع الصلوات ضمن شروط وضوابط صحية,News,Racial,no,no
1.29E+18," الخيانة ما نلقاها الا بالشعوب العربية ندعمهم وما نشوف الا السب والغدرات منهم ، بأذن الله الاتفاقات مع اسرائيل قادمة .",News,Racial,yes,yes
1.29E+18, الخيانة والله هي ان الفلسطينيين يلعنوننا ويشتموننا ويسبوننا على كل اللي قدمه الشعب والحكومة لهم,News,Racial,yes,yes
1.29E+18, الداخلية الليبية : خطّة أمنيّة محكمة لتأمين كافة مدن الجنوب الشرقي للبلاد .,News,Racial,no,no
1.31E+18, الداخلية توضح : مقطع الفيديو المتداول لإعتداء أشخاص عرب على مجموعة آسيويين تم تصويره خارج البلاد بإحدى الدول الخليجيه,News,Racial,no,no
1.29E+18, الدائرة ان دارت وأسترد الفلسطينيون أرضهم وهذا قادمٌ لا محاله ستمُر أيام عجابٌ عجاف بسبب أخطاء حكومات كارثيه في حق شعبهم .,News,Racial,no,no
1.31E+18, الدعوى ضد حفتر تتهمه بارتكاب انتهاكات لحقوق الإنسان والإشراف على قتل مدنيين خارج نطاق القانون,News,Racial,no,no
1.29E+18, الدكتور عبد اللطيف الخال : الزيادة في الإصابات بفيروس كورونا بين المواطنين والمقيمين من المهنيين بعد عطلة عيد الأضحى,News,Racial,no,no
1.31E+18," الدكتور عبدالعزيز الفضلي : "" لا يفرح بتقسيم اليمن إلا منافق أو عميل أو خائن ، تقسيم بلاد المسلمين هو أكبر هدية تقدم لأعداء الأمة ، من محاسن أحداث اليمن أنها كشفت كثيرا من الأقنعة وأظهرت مواقف الدول على حقيقتها . "" بارك الله فيكم يابن @USERNAME ",News,Racial,yes,yes
1.29E+18, الدول العربية التي أقامت علاقات مع الصهاينة هي اليوم من أفقر الدول العربية .,News,Racial,no,no
1.31E+18, الدول تحارب وتصالح لاجل المصالح والتحالفات وحمير العرب الان يغردون هذا شيعي وذاك سني وهذا مسيحي الى متى تبقون اغبى الشعوب ؟,News,Racial,yes,yes
1.31E+18, الذكرى العشرين و ما زالت هذه الصورة لا تفارق بال كل عربي شريف .. لن نسامح ولو بعد مليون عام,News,Racial,no,no
1.31E+18, الرد الرابع اذ لم تخوني الذاكرة على الشاعر النتن الذي طعن بفلسطين وكل رد اقوى من الثاني,News,Racial,yes,yes
1.29E+18, الرسول صلى الله عليه وسلم كان يتعامل مع اليهود وين المشكله ! ! بعض العرب يهودي اكثر من اليهود وخاين,News,Racial,yes,yes
1.31E+18, الرئاسة الجزائرية : رئيس المجلس الرئاسي لحكومة الوفاق فايز السراج طلب مساعدة الرئيس عبد المجيد تبون لصيانة محطة تزود طرابلس بالكهرباء وتمت الاستجابة لطلبه,News,Racial,no,no
1.29E+18, الرئاسة اللبنانية : حريصون على أن يأخذ التحقيق في انفجار بيروت مجراه . ( قناة العربية ),News,Racial,no,no
1.29E+18, الرئيس التركي رجب طيب يبحث هاتفياً مع رئيس المجلس الأوروبي قضايا إقليمية وفي مقدمتها التطورات شرقي المتوسط,News,Racial,no,no
1.31E+18, الرئيس التشادي يتسلم رسالة خطية من رئيس مجلس السيادة الانتقالي الفريق أول ركن عبد الفتاح البرهان تتعلق بالعلاقات الثنائية,News,Racial,no,no
1.31E+18, الرئيس المصري عبد الفتاح السيسي : تفقد الأمة العربية والإسلامية زعيما عظيما بعد عمر حافل بالعطاء والإنجازات فى خدمة شعبه وأمته ونصرة قضاياها,News,Racial,no,no
1.31E+18, الرئيس المصري عبد الفتاح السيسي يؤكد لرئيس الوزراء البريطاني بوريس جونسون موقف مصر الاستراتيجي الثابت تجاه الأزمة الليبية والهادف إلى استعادة الاستقرار والأمن,News,Racial,no,no
1.29E+18, الرئيس المصري عبد الفتاح يدلي بصوته في انتخابات مجلس الشيوخ,News,Racial,no,no
1.29E+18, الرئيس المصري عبد الفتاح يشيد بالاتفاق الجديد بين الامارات والاحتلال الاسرائيلي ويثمن القائمين عليه,News,Racial,no,no
1.31E+18, الرئيس عبد الفتاح السيسي إنجازات فى مدة قصيرة جدا سيقف التاريخ طويلا ليتحدث عنها هو رئيسي تحيا مصر تحيا مصر تحيا مصر,News,Racial,no,no
1.31E+18, الرئيس عبد الفتاح السيسي يوجه بتطوير منظومة المخابز في أنحاء مصر,News,Racial,no,no
1.31E+18, الرئيس عبد الفتاح يعقد اجتماعًا لمتابعة تطورات مشروعات الشبكة القومية للطرق والمحاور الجديدة,News,Racial,no,no
1.31E+18, الرئيس عبد الفتاح يؤكد لرئيس الوزراء بوريس جونسون موقف الاستراتيجي الثابت تجاه الأزمة الليبيه والهادف إلى استعادة الاستقرار والامن,News,Racial,no,no
1.31E+18, الرئيس عبد المجيد تبون يعقد اجتماع مع شركة بيقهيت حول موضوع إقامة حفل BTS هنا في الجزائر في انتظار القرار .,News,Racial,no,no
1.29E+18," الرئيس يدافع عن المسلمين في الهند ، ويُلقِّن الهندوس درسًا في "" حرية الأديان "" .",News,Racial,no,no
1.29E+18, الرئيس يشهد أداء حلف اليمين للقاضي عبد الله شوضه رئيساً لمحكمة النقض @USERNAME ,News,Racial,no,no
1.31E+18, الرئيس ينيب وزير الدفاع لإحياء الذكرى السنوية لرحيل الزعيم جمال عبد الناصر,News,Racial,no,no
1.31E+18, الرئيس ينيب وزير الدفاع للمشاركة في إحياء ذكرى وفاة عبد الناصر,News,Racial,no,no
1.31E+18, الزعبي تنتج قطع الصابون من حليب الحمار .. وتؤكد : يعيد الشباب للبشرة !,News,Racial,no,no
1.31E+18, الساعة 9:20 من تاريخه حصل حادث تصادم بين سيارة ودراجة نارية محلة جادة صائب سلام تقاطع عبد الناصر - نتج منه جريح,News,Racial,no,no
1.31E+18, السعودية والامارات ومصر والبحرين السنيات وايران الشيعية تقف مع المسيحية السنية واوكرانيا وجورجيا المسيحيات يقفن مع الشيعية طيب لماذا دمرت و اليمن بحجة قطع اذرعة ايران ؟ اتضح مافي فرق بين ايران والسعودية والامارات,News,Racial,no,no
1.30E+18, السفير الامريكي : واشنطن مستعدى لدعم في موضوع مخيم الهول . يا دعم يا بطيخ انعل ابوهم كلهم دواعش ومجرمين ومتهمين 4 ارهاب,News,Racial,yes,yes
1.31E+18, السفير المصري : الشيخ صباح قضى حياته في خدمة وطنه وشعبه وقضايا الأمتين العربية والإسلامية للمزيد من المعلومات,News,Racial,no,no
1.31E+18, السفير عبد الرحيم احمد خليل يقدم بالقصر الملكي ببروكسل أوراق اعتماده لجلالة الملك فيليب ليوبولد ملك بلجيكا سفيراً فوق العادة ومفوضاً لجمهورية السودان لدى مملكة بلجيكا,News,Racial,no,no
1.29E+18, السكار ... البكاي ... بكيت وبكيت ... وخربت ليبيا ومشيت ... الله يلعنك,News,Racial,yes,yes
1.31E+18, السلامُ عليكَ يا أقصى ! فلسطين عربية فلسطين مسلمة,News,Racial,no,no
1.31E+18, السودان : ضبط خلية إرهابية مع مواد متفجرة يمكنها نسف العاصمة بالكامل,News,Racial,no,no
1.29E+18," السؤآل ليس لأمير الدوله ، السؤآل اين الشعب المسلم الراضخ لهذا التطبيع ، احمد الله على بلدي الكويت ستضل شامخه وقويه",News,Racial,no,no
1.29E+18, السياسيين العرب إما إنهم م يدرون أو يدرون ويستغبون,News,Racial,yes,yes
1.31E+18, السيد : بعد اغتيال العصر الذي قامت به أمريكا واستهدفت الحاج قاسم سليماني وأبو مهدي المهندس ومطالبة الشعب العراقي بخروج الأمريكيين من العراق بدأت أمريكا من جديد بإحياء داعش في العراق وسوريا ولبنان,News,Racial,no,no
1.31E+18, السيد : بعد عملية اغتيال العصر التي استهدفت الشهيدين سليماني والمهندس بدأت واشنطن بإعادة إحياء داعش,News,Racial,no,no
1.31E+18, السيد : سنرى ما الذي سيحصل في الأيام والأسابيع المقبلة على الحدود مع فلسطين المحتلة,News,Racial,no,no
1.31E+18, السيد : قرارنا بالرد ما زال مستمرا وسنرى ما الذي سيحصل في الأيام والأسابيع المقبلة على الحدود مع فلسطين المحتلة,News,Racial,no,no
1.31E+18, السيد : لأول مرة لا يجرؤ الجنود الصهاينة على التحرك على الحدود بين و المحتلة - سنرى ما الذي سيحصل في الأيام والأسابيع المقبلة على الحدود مع فلسطين المحتلة,News,Racial,no,no
1.31E+18, السيد لماكرون : نحن لا نمارس التخويف لكن دول عربية تحميها وصديقة لك لا يتجرأ أحد فيها أن يكتب تغريدة,News,Racial,no,no
1.31E+18," السيسي باع النهر والبحر والارض ، وحالياً يبدأ في بيع اصول الحكومه مثلا مجمع التحرير ومجمع معهد ناصر الطبي وطبعاً المشتري اجنبي وهاياخد الجنسية المصرية بقانون متفصل وبكره تلاقي اليهود اصحاب الارض ومصر = فلسطين . عميل",News,Racial,yes,yes
1.30E+18, السيسي يوجه باستخلاص الدروس المستفادة من تجربة مصر لمكافحة كورونا منذ اندلاعها عالميا,News,Racial,no,no
1.31E+18, الشاب شهيد قرية في قتله ضابط شرطة مجرم ظلما امام والده في بيته لانه رد صفعة الضابط الذي صفع والده امامه العصابات التي اطلقها لاتفهم وظيفة الشرطة ومعنى الأمن فتحولوا لاذلال الشعب لتكريس الطغيان والاستبداد والفساد كفاية,News,Racial,no,yes
1.31E+18, الشرطة : مقتل مواطن إثر تعرضه لإطلاق نار في شجار وقع ببلدة :/ / t.co/FSe08Kft4h,News,Racial,no,no
1.31E+18, الشرطة الأميركية تعلن تعاملها مع عملية احتجاز رهائن في ولاية أوريغون أعقبت إطلاق نار أسفر عن سقوط قتلى بينهم مشتبه به,News,Racial,no,no
1.29E+18, الشرف العربي انتهى ولن يعود بوجود هكذا أشخاص حسبي الله ونعم الوكيل 🤲 🏽,News,Racial,yes,yes
1.31E+18," الشعب الأذري 🇦 🇿 شعب مسلم و مسالم حتى و إن كان شيعيا ، لدرجة ان تدعم و تعادي هذا البلد بينما تدعمه السنية",News,Racial,no,no
1.29E+18, الشعب العربي سيستفيق لا محالة,News,Racial,no,no
1.31E+18, الشعب العربي كلو عم يهادن عالسلام بين فلسطين واسرائيل . نفسهن بيبعتوا اسلحة وصواريخ تقتل العرب بين بعض .,News,Racial,no,yes
1.29E+18, الشعب العربي وين ؟ ؟ ؟ والشعب الأصيل وين 💔 💔 وعلى الدنيا السلام,News,Racial,no,no
1.29E+18, الشعوب العربية فيها حياة ولا تساوم على أراضي العرب وأن فعلوا حكامهم فإنهم يثورن عليهم,News,Racial,no,no
1.29E+18, الشعوب العربية ليست ميتة والزلزال قادم لا محالة,News,Racial,no,no
1.29E+18, الشعوب العربية هم الخونة ليس الحكام,News,Racial,yes,yes
1.29E+18, الشي الوحيد اللي نتمناه من هذا التطبيع انو الحكام العرب ينقلو خبرتهم في الفساد والسرقة وقمع الشعوب لدولة الكيان الصهيوني,News,Racial,yes,yes
1.31E+18, الشيخ صباح الأحمد : كيف نعى مغردون عرب الأمير الكويتي الراحل ؟,News,Racial,no,no
1.31E+18," الشيخ عبد الله بن زايد آل نهيان عبر | "" رحم الله الوالد الشيخ صباح الاحمد الصباح احد قامات العرب الكبار الذي ستبقى ذكراه خالدة عبر الأجيال .. """,News,Racial,no,no
1.31E+18, الشيخ نواف 💔 😭 اللهم اجبر كسر قلبه واعنه على حمل الأمانة وسخر له البطانة الصالحة واحفظ وأهلها من كل شر .,News,Racial,no,no
1.29E+18, الشيعة تحميهم ايران . السنة تحميهم السعودية . المسيحيون تحميهم فرنسا . العلمانيون ما الهن غير الله .,News,Racial,no,no
1.31E+18, الصحة العالمية : ارتفاع وفيات كورونا شرقي المتوسط,News,Racial,no,no
1.31E+18," الصحفي بسام القاضي : هناك أيادي خفية تريد إخفاء من يقف خلف عملية اغتيال ، واغتياله عملية مدبرة وهي مخطط لتكميم أفواه الصحفيين الذين ينحازون إلى قضايا وطنهم ومجتمعم .",News,Racial,no,no
1.31E+18," الصحفي بسام القاضي لندوة حول وضع الصحافة في اليمن : 45 صحفي وصحفية قُتلوا خلال ست سنوات من الحرب وعلى رأسهم اغتيال الصحفي المصور نبيل القعيطي ، وتم توثيق أكثر من 2200 انتهاك ضد الصحفيين ووسائل إعلام في اليمن خلال نفسه الفترة .",News,Racial,no,no
1.31E+18, الصحفي عبد الستار بركات : تساند بقوة موقف في أزمة شرق المتوسط .. وزيارة بومبيو رسالة دعم واضحة,News,Racial,no,no
1.31E+18, الصديق الصور يأمر بالقبض على دفعة جديدة من ⁧ بالشركةالعامة للكهرباء ⁩ وهم : • مدير إدارة التحكم بشركة الكهرباء محمد الغدامسي • مدير إدارة المـشروعات والإنتاج عبـدالباسط فرارة • مدير المشروعات والإنتاج السابق عبد الفتاح أبورويص • مدير إدارة التحكم,News,Racial,no,no
1.29E+18, الصراحه هيا صدمه وما اتوقعتها ابدا ولكن آخر الزمان حيتكاتفو المسلمين مع اليهود وحيكون عدوهم واحد وهذه البدايه والله اعلم,News,Racial,no,no
1.31E+18, الصعيد مصنع الرجال رجالة يا صعايدة والله ربنا معاكم ثورة ضد الظلم ثورة ضد الظغيان ملعون الظالم ملعون يا سيسي نهايتك قربت انت وكل كلابك وكل أعوانك,News,Racial,yes,yes
1.29E+18, الصندوق الروسي للعربية : لقاح فيروس كورونا سيكون متاحا في نوفمبر,News,Racial,no,no
1.31E+18, الصورة مباشرة من قريتي للرئيس الفرنسي ماكرون بعد اعتماده علينا لحل مشاكلنا ... ومع إحترامي لاخوتي الارمن خلينا ملتهيين بحالنا وبعدين منلتفت لغير محل فقط للتذكير الدولار نزل من ٨٦٠٠ الى ٨٤٠٠ ... شعب إذا ضرب بالحذاء ...,News,Racial,no,yes
1.29E+18, الصومال بكل فخر واعتزاز اقر بان التحالف بحلف تركيا العظمى وقطر تاج العرب هووو تحالف الحق ضد الباطل,News,Racial,no,no
1.29E+18," الضباع تطبع مع بعضها ، جديد وخيانة جديدة للعرب والأخوة . اين ذهبت القومية العربية ؟",News,Racial,yes,yes
1.31E+18, الطاقة الايجابية الي قاعد ينشرونه الدكتور عبيد العبدلي @USERNAME  والدكتور صفوق العنزي @USERNAME  والدكتور حسين الهمل @USERNAME  طول فترة ازمة ان الامل بالله موجود ونشر الاخبار الساره يريح الناس ... بيض الله وجيهكم وكثر الله من امثالكم .. جهود تشكرون عليها ..,News,Racial,no,no
1.29E+18, الطبعه المستحقه لكم هي حذاء على جبينكم الارهاب = الكيان الصهيوني,News,Racial,yes,yes
1.29E+18, الطبقة السياسية الحاكمة في العالم العربي هي العدو الحقيقي للشعوب العربية وهي من تعمل ضد مصالح هذه الشعوب وضد آمالهم,News,Racial,yes,yes
1.31E+18, الطبيب الأمريكي براون عبد الله متحدثا عن انتقاله للمملكة العربية,News,Racial,no,no
1.31E+18," الطريق إلى جهنم ، التغريدة أدناه بداية الغيث ، حقنا بالطبابة سقط وينتظرنا سقوط حقنا بالغذاء ، سنة ٢٠٢٠ ستكون رحمة أمام ما ينتظر لبنان في العام ٢٠٢١",News,Racial,no,no
1.29E+18, العالم العربي يعلن ببطء موته . 😥,News,Racial,no,no
1.31E+18," العالم يموج في بحر من الحروب العسكرية والاقتصادية والفكرية ، هناك معارك كسر عظم بين الأطراف جميعها والبقاء للأقوى فكريا واقتصاديا ثم عسكريا ، قوة السوفيت العسكرية لم تمنع انهياره وتفككه ، يبدو أن التاريخ سوف يعيد نفسه قريبا في أماكن أخرى .",News,Racial,no,no
1.29E+18, العالم ينتج لقاح و العرب يجهزوا موخراتهم لتلاقي القاح,News,Racial,yes,yes
1.31E+18, العاهل الأردني الملك عبد الله الثاني : فقدنا أخا كبيرا وزعيما حكيما كان قائدا استثنائيا وأميرا للإنسانية والأخلاق,News,Racial,no,no
1.29E+18, العرب ... منذوا خلق الله الخلق وهم أهل الخيانة والي موعاجبه كلامي يروح يقراء التاريخ من جديد,News,Racial,yes,yes
1.29E+18, العرب الجرب اسهل الهم يتفقو مع العدو مش ضدو,News,Racial,yes,yes
1.29E+18, العرب أحق من اليهود في الإحتفال بـ عيد المساخر,News,Racial,yes,yes
1.29E+18, العرب جرب,News,Racial,yes,yes
1.29E+18, العرب ماضعفوا الا بسبب خيانة زعمائهم وهذا الحدث حلقه من حلقات هذا المسلسل والحلقه الاخيره ستكون مؤلمه,News,Racial,yes,yes
1.29E+18, العرب مش شاطرين الا بالحكي و الذل و الخضوع .. اندم كوني عربي,News,Racial,yes,yes
1.29E+18, العرب معروف عليهم أنهم بكثرة كلامهم يبنون قصورا عذرا,News,Racial,no,yes
1.31E+18, العربية : قصف أذربيجاني يدمر راجمة صواريخ أرمينية ويقتل ضابطا برتبة عقيد,News,Racial,no,no
1.29E+18, العم الفنان خالد العبيد مشكور ياعم عسى عمرك طوويل والله بلادنا إهي الي تتشرف 🇹 🇷 لك وحشه من زمان ماشفتك ❤ ️ ❤ ️,News,Racial,no,no
1.30E+18, العميد الدمج عبد الكريم الزهيري شرطة يقوم بتصوير زوجة احد المنتسبين الذين قتلوا أثناء تسليمه راتب زوجها,News,Racial,no,no
1.31E+18," الفاضل عبيد الوسمي . يلاحظ في إنتقاداتك للفساد و سردك للسرقات الكبرى للمال العام منذ التحرير ، عدم ذكر أكبر سرقه تمت بحق أموال المواطنين و مدخراتهم ، التامينات الإجتماعيه من فهد الرجعان . خذ مثلا "" وثيقة الكويت "" . إن فاتني ، ذكرني ! جزاك الله خير . @USERNAME ",News,Racial,no,no
1.29E+18, الفساد يمكن أن يدمٌر كل شيء بدءاً من تدمير الإقتصاد ونهب الثروات وإضعاف العملة وتسهيل غسل الأموال وزيادة الفقر,News,Racial,no,no
1.31E+18, الفقد شين وفراق الاخ كسر لن يُجبر الا بأمر الله 💔 💔 💔 قبلة الوداع وآخر القبله تظل في الذاكرة ويظل شعورها لآخر نفس ! ! 💔 💔 الله يرحمه ويغفر له يارب و اللهم اجعله خير خلف لخير سلف واجمع قلوب شعبه على حبه ❤ ️,News,Racial,no,no
1.31E+18, الفلسطينيون سيحملون مشاعر صادقة بالحزن والدعاء المستمر لروح فقد كانت آخر مواقف بلاده معهم أن والاعتراف بدولة حق فلسطيني وواجب كويتي خليجي عربي مسلم .. يا لحسن الخاتمة 💔,News,Racial,no,no
1.29E+18, الفلسطينيين غالبا مايستاهلون ويجحدون المعروف فعادي خل يتطبعون معهم,News,Racial,yes,yes
1.29E+18, الفلسطينيين مطبعين مع اسرائيل منذ تأسيسها .. منهم من باع ارضه من اليهود .. ومنهم تعامل معهم ضد وطنه,News,Racial,yes,yes
1.29E+18, الفلسطينيين نفسهم هم السبب ولا يهمهم وبعضهم ضباط استخبارات لدى اسرائيليل ومتزوجين منهم ومعهم جنسيات,News,Racial,yes,yes
1.31E+18, الفيروس قتل مليون شخص .. أسوأ 5 دول في عدد وفيات كورونا,News,Racial,no,no
1.31E+18, القبض على ٣٥ سورى بيحرضوا علي التظاهر في مدينة ٦ اكتوبر .. الحقارة في أبشع صورها .. لموا شاورمتكم وتبولتكم وعلي بلادكم,News,Racial,yes,yes
1.29E+18, القدس عروس عروبتكم فما أشرفكم أبناء القحبة .. الشاعر العربي الكبير,News,Racial,yes,yes
1.29E+18, القدس عقيدة عند المسلم لايتنازل عنها ابدا,News,Racial,no,no
1.31E+18, القدس لنا وسيبقى لنا و فلسطين لنا وستظل لنا مهما اختلفنا كعرب في وجهاة النظر يجمعنا حب الاقصى وارضها,News,Racial,yes,yes
1.29E+18, القضية الفلسطينية أكبر من كل الأقزام المتطاولين عليها .,News,Racial,yes,no
1.29E+18, القضية الفلسطينية قضية كل عربي شريف و فلسطين كانت وما زالت و ستبقى أرض عربية من النهر إلى البحر,News,Racial,no,no
1.29E+18," القضية الفلسطينية قضيتنا الأُولى ، وثابت من ثوابت الأُمتين العربية والإسلامية التي لا يمكن التنازل عنها أو المساومة عليها",News,Racial,no,no
1.29E+18, القضية الفلسطينية ليست مجرد قضية سياسية او قضية دولة و ابناؤها إنما هي قضية إسلامية بحتة ! وتخص كل مسلم,News,Racial,no,no
1.29E+18," القضية ليست عربية ، القضية إسلامية",News,Racial,no,no
1.31E+18, القيادات عباره عن شله من الملقطين المستأجرين وصلوا الى السلطه في غفله من التاريخ عبيد مرتهنين الى ما وراء الحدود .,News,Racial,yes,yes
1.29E+18, الكلاب القطرية تنبح وهم يقفون مع الصفويين الذين دمروا وقتلوا من المسلمين أكثر من اليهود !,News,Racial,yes,yes
1.29E+18, الكلام تقولوه للخنازير الخونة اللي دعموا الارهابيين لصالح اسرائيل,News,Racial,yes,yes
1.29E+18, الكونغرس الأميركي يمنع بيع السلاح الي أردوغان الإرهابي في ظل أزمته مع جيرانه تحية خاصة الي ماما امريكا وبابا ترامب,News,Racial,yes,yes
1.31E+18," الكويت تعتذر عن استلام رئاسة الدورة ال 154 لمجلس جامعة الدول العربية بعد تخلي فلسطين عنها واعتذار قطر .. يبدو في الاخير ستستلم رئاسة هذه الدورة "" إسرائيل """,News,Racial,no,no
1.31E+18, الكويت تعتذر عن استلام رئاسة الدورة الـ 154 لمجلس جامعة الدول العربية على المستوى الوزاري بعد تخلي فلسطين عنها واعتذار قطر عن استلامها .,News,Racial,no,no
1.31E+18, الكويت تعتذر عن رئاسة الدورة 154 لجامعة الدول العربية كما فلسطين وقطر,News,Racial,no,no
1.31E+18, الكويت مبارك الكبير مطلقه ماعندي اولاد القبيله / شمر عمري / 29 الطول / 168 الوزن / 62 موظفه حكومي عندي سكن ملك رشيقة بيضاء جميلة شعر اسود طويل محترمة وهادئة رومنسيه ارغب بالزواج من شخص حنون ومحترم ورمنسي الضاحكين المستبشرين جنات النعيم الجنه,News,Racial,no,no
1.31E+18, الكويت والكويتيين دائما يأكدون لنا أن جزء بسيط من الحرية كافي جدا للوقوف خلف مبادئك والدفاع عن فلسطين وعن الحقوق المغتصبة .,News,Racial,no,no
1.31E+18," الكيزان كائنات لا ضمير ولا إنسانية لهم ، اين كانو عندما نساء يبكون من قتل وتشريد اولادهن منذ ٣٠ سنة ؟ ؟",News,Racial,yes,yes
1.31E+18, اللبنانيون يدفعون ثمن سلاح حزب الله ... سلاح غير شرعي مهمته تلبية الاجندة الايرانية ... سلاح لم يفتح معركة مع اسرائيل منذ ١٤ عاماً .. سلاح ضرب الدولة والاقتصاد والامن ... سلاح جذب العقوبات .. سلاح عزل لبنان عربياً ودولياً وضرب هويته ...,News,Racial,no,no
1.31E+18," الله ، ، ثم المليك .. والوطن والباقي طز",News,Racial,yes,no
1.31E+18," الله لا يرحمه والله ياخذ بحق كل مسلم طاله اذية منه اللهم حاسبه حسابا عسيرا ، على كذبه واستخدامه للدين لمآربه ومآرب الخونة ، اللهم انه ومن معه عاثوا في الارض واكثروا فيها الفساد فاللهم سلط عليهم نار جهنم وعذابا لا نهاية له .",News,Racial,yes,yes
1.29E+18, الله لايوفق تنظيم الحمدين وكل نسلهم اول من طبع مع الصهاينه ووضعوا العرب في مأزق التطبيع,News,Racial,yes,yes
1.31E+18," الله واكبر شفون تقلب الحقيقه ، الزمن بالنسبه لنا غير كفيل بالتنازل عن الحق فلسطين كامله هي للفلسطين كافه يا بني صهيون يا مغتصبين",News,Racial,yes,yes
1.29E+18," الله يرحمك يا أسد العرب ، جسد لنا العروبة في أسمى مظهر .. ٤٥ سنه ولا تزال أفعاله تقف شامخه لتتحدث عنه 🤍 🤍 🤍 .",News,Racial,no,no
1.29E+18, الله يرحمكم أبطال العرب الملك فيصل وصدام راحو الابطال,News,Racial,no,no
1.31E+18," الله يرحمه مكتوبله يموت نضيف ، عاش ومات رافض التطبيع مع الكيان الصهيوني . علموا أولادكم أن فلسطين محتلة ، وأن المسجد الأقصي أسير ، وأن الكيان الصهيوني عدو ، وأن المقاومة شرف ، وأنه لايوجد دولة إسمها اسرائيل .",News,Racial,no,no
1.30E+18," الله يسوِّد وجكن وحياتكن ، متل ما سوّدتوا سما بيروت يا فاسدين يا مجرمين يا ارهابيين",News,Racial,yes,yes
1.29E+18, الله يفضحكم في الدنيا قبل الآخرة تغريداتكم ضد اسرائيل يا عبيد موجودة للآن ! صحيح أنكم بلا كرامة ولا دين,News,Racial,yes,yes
1.31E+18, الله يلعن الاحتلال ويلعن كل واحد مطبع,News,Racial,yes,yes
1.31E+18, الله يلعن الصين الف مره,News,Racial,yes,yes
1.31E+18, الله يلعن المطبعين ..,News,Racial,yes,no
1.31E+18, الله يلعن صباحك يا جبران باسيل انت و عمك ❤,News,Racial,yes,yes
1.31E+18," الله يلعن كل واحد كان السبب بتدمير لبنان وخرابه وانهياره ، الله ينتقم من كل واحد كان السبب بحرمان الأولاد من أهلهم والأهل من أولادهم ! حرقتوا قلوبنا فرقتونا عن أحبابنا دمرتوا حياتنا ، الله يحرق قلوبكم متل ما حرقتوا قلوبنا",News,Racial,yes,yes
1.31E+18, الله يلعن كورونا قاعدة بعزيمه وماسكة عطستي لايخافون مني 💔,News,Racial,yes,no
1.31E+18, الله يلعنك انت وملك البحرين والعرص الصهيوني وشيطان العرب وابو منشار في ساعة واحدة,News,Racial,yes,yes
1.30E+18," الله يلعنك ويلعن يلي جابك ، ، ،",News,Racial,yes,yes
1.29E+18," الله يمحيهم ويبيدهم ، اللهم ارنا فيهم عجائب قدرتك ، اللهم انصر الاسلام والمسلمين عاجلا غير آجل يارب",News,Racial,yes,yes
1.31E+18, اللهم اجبر كسر القلوب 💔,News,Racial,no,no
1.31E+18, اللهم اجبر كسر قلوبنا 😢 💔,News,Racial,no,no
1.31E+18, اللهم احشرهم في نار جهنم 👇,News,Racial,yes,yes
1.29E+18, اللهم اختر لنا الخيرة الصالحة دبرنا يارب لما تحب وترضى ( مع مين ماكان ) وسلم لي ع القومية العربية 😜 الكضية جيم اوڤر بح خلاص 🤪 ✋ 🏻,News,Racial,no,yes
1.29E+18," اللهم ارفع عمّا بي من ألم ، وجميع مرضى المسلمين .",News,Racial,no,no
1.29E+18, اللهم استعمل عبدك الطيب لنصرة الاسلام والمسلمين,News,Racial,no,no
1.29E+18, اللهم اصلح حال العرب ياكريم,News,Racial,no,no
1.29E+18, اللهم اعز الاسلام والمسلمين,News,Racial,no,no
1.29E+18, اللهم اعز الاسلام والمسلمين .. وانصرنا يارب واحمينا من كل غدار يااارب,News,Racial,no,no
1.31E+18, اللهم اغفر وارحم وعافه واعف عنه وأكرم نزله واغسله بالماء والثلج والبرد @USERNAME  الله يجبر قلوبكم يا أهل الكويت ويصبركم على فقيدكم اخوانكم من فلسطين,News,Racial,no,no
1.29E+18," اللهم انتقم من كل خائن موالي للكفرة ومعادي للمسلمين ، اللهم احشره معهم وافضحه علي رؤوس الأشهاد",News,Racial,yes,no
1.29E+18, اللهم انصر الاسلام واهله فى كل مكان ومكن لهم وانصر زعماء المسلمين نبغى زعماء اقوياء مايكونون تبع امريكا والغرب,News,Racial,no,no
