id,text,domain,category,FinalOff,FinalCB
 text,domain,category,FinalOff,FinalCB
 مالكم دخل ياعرب ولا يخدعنا بقول كلمه ان شاءاله بعدين ليه مستغربين احنا مو نستخدم مصطلاحات اجنبيه في كلامنا عادي ادعوا اله بان يفوز من يكون ناشر لسلام واله يكفينا شر كل من فيه شر وبس,News,Racial,no,no
 واحد طخ مراته لانه اكتشف انها من الخلايا النايمه مع غيره,News,Racial,no,no
 بعض العلماء قالوا ان هذه خطوه حمقاء ومتهوره من بوتن لان القاح قد يزيد الوباء سوء اذا ثبت انه خطير وغير فعال ⁠,News,Intelligence,yes,yes
 اله يلعنك يا سولشاير يا غبي تطلع غرينود وتخلي مارشيال يا ناس المدرب تعبني واله,Sports,Racial,yes,yes
 الان اقتحام جامعه الاسراء من قبل عشيره الشاب احمد الشخابنه والذي اقدم علي حرق نفسه بعد استفزازه من قبل رءيس الجامعه ومنعه من تقديم الامتحانات معقول,News,Racial,no,no
 هي الاولي خليجيا في معدل اجمالي حالات الوفاه بسب فيروس كورونا بالمقارنه مع عد السكان فارق كبير بينا وبين الاشقاء و لا يزال المنحني لدينا في تصاعد مخيف,News,Appearance,no,no
 عاهل البحرين التطبيع مع اسراءيل يضمن السلام في المنطقه الغريب ان يعقد السلام من لم يدافع عن فلسطين حتي ولو بكلمه لا قيمه لسلام الزاءف,News,Racial,no,no
 خاص سعودي المساعدات تاتي في اطار التوجيهات السديده من خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز ولي عهده الامين لتقديم الاغاثه العاجله لمتضرين من الامطار والسيول في جمهوريه السودان,News,Racial,no,no
 الهم اصرف عنا الوباء والبلاء الهم انا نعوذ بك من البرص والجنون والجذام ومن سيء الاسقام,News,Intelligence,no,no
 اتمني علي كل من يسعي لتغير جذري حقيقي واقصد هنا الثوار البنانين من كل المناطق العمل علي تاطير وتنسيق مجموعات هجوميه علي مختلف الجغرافيا البنانيه مهمتها ضرب مصالح و السيطره علي منازل واموال السياسين حتي اعتقالهم واسقاط شرعيتهم بالسيطره علي مجلس الشعب,Celebrities,Racial,no,no
 كان يقدر يعمل زي جدود وزي حكام عرب كتير ويقول انا مالي ومال فلسطين ويقول لفلسطنين حروا بلدكم واحنا هانساعدكم ويقفل حدوده ويبدا تنميه بلده لكن نقح عليه شرفه وخاطر بلده وكانت هاتضيع عشان فلسطين ويجي شويه سفله ولاسف فلسطنين يعايرونا ان اتهزمنا في,News,Racial,yes,yes
 ليت راعي البقر يشوف هالتحليل بس 🤐,Sports,Appearance,yes,yes
 الايسيسكو تقر زياده عد المنح المقدمه لطلبه فلسطين,News,Racial,no,no
 الي السيد وحكومتنا الموقره الطريق الي الجحيم معبد بالنوايا الحسنه والرقص علي رءوس الافاعي لايقي من لدغاتها فقط قطع رءوسها ينجيكم ادركو الشرق بوابه علي العالم,News,Racial,yes,yes
 التطبيع الحقيقي يكون مع تحسين علاقاتكم مع شعوبكم العربيه والاسلاميه لا مع الكيان الصهيوني,News,Racial,no,no
 عمل معجزه والايام القادمه هتثبت ده ان لحق الوطن العربي من الانهيار مش مصر بس 🙏,News,Racial,no,no
 كل البهايم واقفه مع الخول ده 😳 😅 😅,News,Intelligence,yes,yes
 الثوار لحملوا شعار عم بيهلوا ويقوصوا ويبتهجوا لرجعه انشاله تضلكن مبسوطين بس انا ناطره علي نار لشوف هالسحر لبدو يعملو سعد ال وينقذ البلد وينزل الدولار لتحت متل ما وعد وصرح قبل اذا بيرجع رءيس حكومه اتحفنا يا 😉,Celebrities,Racial,no,no
 من باع فلسطين واثري باله سوي قاءمه الشحاذين علي عتبات الحكام وماءده الدول الكبري فاذا اجن اليل تطق الاكواب بان القدس عروس عروبتنا,News,Racial,yes,no
 يوقع اوامر تنفيذيه بحزمه مساعدات بعد فشل محادثات مع الديمقراطين,Celebrities,Intelligence,no,no
 علي الاتحاد المغربي والجهاز الفني لمنتخب البحث عن الاسباب ودراستها جيدا الاسباب التي جعلت عبد الرزاق حمدله,Sports,Racial,no,no
 في صبيه علي تلفزيون الجديد عم بتطالب بثوره اختصاصين من هلق انا اختصاص حرق دواليب,Celebrities,Racial,no,no
 🎶 فاشله بالرقص بس يطلع مني 🤣 بعد رقصها علي اغنيتها الجديده الحياه حلوه,Celebrities,Sexual,yes,no
 تسجيل حاله ايجابيه جديده بفيروس و وفاه قطع المياه ساعات عن وارض الواء بالجيزه مساء اليوم جثمان يصل الي البلاد الاربعاء,News,Racial,no,no
 حزب الارهاب الايراني في الضاحيه الجنوبيه وشريكه الازعر في الثناءي الشيعي في باي باي,News,Racial,yes,yes
 التقي الفريق اول ركن عبد الفتاح البرهان رءيس مجلس السياده اليوم بمكتبه وزير الخارجيه الاثيوبي غيدو اندار جاشو الذي نقل له تحيات رءيس الوزراء الاثيوبي ومسانده ومءازره اثيوبيا لسودان في مجابه كارثه السيول والفيضانات,News,Racial,no,no
 مباراه نار 🔥 🔥 🔥 شاهد البث الان بجوده عاليه 💝 ⚽ مباراه مانشستر يونايتد و برايتون في روابط بث المباراه ⇣ ⇣ ⇣ بث كمبيوتر 🖥 بث جوال 📲 رتويت 🔥,Sports,Racial,no,no
 الهم ارزق كل مسلم ما يتمني وينويه من الخير واكفه ما اهمه وما احزنه وما يخشاه صغيرا كان او كبيرا,Sports,Racial,no,no
 جنون العواصف ما بيلويها,News,Intelligence,no,no
 تم كسر حاجز الالف ساعه وله الحمد,Gaming,Racial,no,no
 مصدر الاحصاءيه معهد اليونسكو الاحصاءيه توضح اكثر دوله يتوجه لها طلبه الدراسات العليا في كل دوله عربيه اغلب الطلبه اليبين يتوجهوا لدوله ماليزيا ما السب,News,Racial,no,no
 الحمداله مجرسينا من لبنان الي امريكا شعب تافه,News,Intelligence,yes,yes
 اله يلعنك يا بيساكا اله يلعنك يا برونو اله يلعنك يا بوقبا يلعنم الغبنه اله يلعنكم من فريق 😡 😡 😡 💔 💔 💔,Sports,Racial,yes,yes
 🚨 الميل تحدث مع اولمبياكوس من اجل كوستاس تسيميكاس يري ليفربول ان كوستاس خيار بديل اذا فشلوا في الات,Sports,Intelligence,no,no
 كل قيادات دولنا العربيه مجتمعه لم تصنع مسمار سياره منذ استقلالها وحتي الان بل وشردت العلماء العرب حول العالم فصنعوا بالخارج ما لم يتح لهم صناعته بدولنا لذلك فشلنا ونجح الغرب ولنفس السب نجحت المسلمه فكسبت قلوب مليار ونص مسلم,News,Racial,no,no
 يا صلاه الزين ع امير البلاد 🇰 🇼 🇱 🇧 رحل صديق لبنان صديق دون شرط او قيد نموذج الكويت في اداره التنوع الذي ارساه هذا الشجاع يجب ان يعم في لبنان والا جهنم في الانتظار,News,Racial,no,no
 🇱 🇧 السيد لاول مره لا يجرء الجنود الصهاينه علي التحرك علي الحدود بين و المحتله سنري ما الذي سيحصل في الايام والاسابيع المقبله علي الحدود مع فلسطين المحتله,News,Racial,no,no
 هلء فهمت شو يعني لبنان بدو ياهن يرجعو كلن مسرحيه و دمار و مرض و فقر و ثوره علي شو,Celebrities,Racial,no,no
 امي اشترت ترنجات الي ولاخوتي منها احمر وازرق وكموني واخضر واحد اسود عليه شعار يوفنتوس وعليه احتفاليه كريستيانو رونالدو ما عجبني الالوان الفاتحه عجبني الترنج الاسود بس عشان عليه شعار اليوفي ما رضيت فيه قلتلهم ما بلبس اشي ليوفي بحس حالي خاين ردوا عليا بحكولي انتا متخلف 😂,Sports,Intelligence,yes,no
 باي ذنب قتل الهم هليك بكل من قتل انسانا ظلما,News,Racial,no,no
 انا ضد كل التعليقات ل جرحت فيها لبنت انا ضد التنمر باي شكل من الاشكال نحنا ما النا بالعالم,News,Appearance,no,no
 جواد الطليباوي احد قيادات المليشيات الصفويه يتحدث عن مقاومه وطنيه ومرجعيتها خامنءي الايراني ☺ ️,News,Sexual,no,no
 سكاي نيوز عربيه كيف حصل مساجين طره في علي السلاح عبر تطبيق نبض,Sports,Racial,no,no
 شكلك كتير مقهوره من روح تسمع فنانتك دايما صوتها بردانه 😂 😂 😂,Celebrities,Appearance,no,no
 اوباميكانو الفرنسي لاعب لايبزيج هدف الموسم القادم لسد ثغره الدفاع بديل لراموس وفاران وسب فشل ميليتاو الذي,Sports,Intelligence,no,no
 هذا عبد الشتقن لحين ادعي عليه,Gaming,Racial,yes,yes
 القاء القبض علي رجل اغتصب طفلا في سيارته,News,Sexual,no,no
 لم ولن نسي اخانا الشهيد الذي قتل علي يد الخنازير في حين جيوش العرب تحيط بقاتليه ولم تثار له ولو بطلقه قل لعرب انتو عليكم فشيله ملحمه في جبه الوقت لحام جيوشكم اطلق شنب يا حليله ما يمسح الدمعه من خدود الايتام 🇵 🇸,News,Racial,yes,yes
 بعت الاعلامين ع الجناح ت يتحقوا ومنعتهم ب عين قانا يقربوا ع منطقه الانفجار لو سمحت هونيك متل ما سمحت هون كانت مصداقيتك مصانه اكتر,News,Appearance,no,no
 الوحيدين يلي قدروا يكروا همجيه و اجرام و ارهاب بحق العرب هني و ميليشياتها و داعش و هيدا دليل انهن علي نفس الصفحه,News,Racial,yes,yes
 فاشل وبس,Gaming,Intelligence,yes,yes
 الاهانات لاتاتي فرادي بلغت من الذل مايجعلك تقاتل حتي امك التي انجبتك ل ايجاد مخرج تحفظ به رذاذ وجهك الذي بصق به الجميع,News,Sexual,yes,yes
 ام حصان بتدافع عن السعوديه وناسيه انه اول دوله وقعت علي صفقه القرن السعوديه وناسيه انه زي البقر اعطوا مصاري لواحد خسيس,News,Appearance,yes,yes
 حداد عربي وتعاز دوليه بعد رحيل الشيخ صباح الاحمد ونواف الاحمد اميرا لبلاد,News,Racial,no,no
 انه الحرس الثوري وليس ايران حكومه ايران مختطفه وشعب ايران مغتصب مثلها,News,Sexual,yes,yes
 الدول العربيه التي اقامت علاقات مع الصهاينه هي اليوم من افقر الدول العربيه,News,Racial,no,no
 مافيه ناس تهين وتذل وتاخذ مني الستورين الي اشتريتها,Gaming,Sexual,no,no
 بعد سلسله اجتماعات في ضمت قاده في مثل هذا اليوم سبتمبر عام اعلنت روسيا تدخلها عسكريا في بعد فشل اليوم وبعد سنوات ورغم كل الدعم العربي والتمويل الخليجي لحمله خاب المتامرون في القضاء علي الثوره,News,Intelligence,no,no
 كاش بلاصه في كوكب لان كوكب اصبح مقرف وقرف لايطاق,News,Appearance,yes,no
 الكم عين يا ولاد الستين لعنه ترفعوا دعاوي علي الصحافين وعلي الناشطين ولك كيف الكم عين شو هالفجور هيدا كيف بدنا نخلص من قرفكم قتلتونا وسرقتونا وشحدونا الملح يا فاسدين يا مجرمين لو في قانون كان لازم كلكن تكونوا بالحبوسه قمه العهر تفه,News,Appearance,yes,yes
 يشارك في تلحين اسراءيليه جديده تبدا برساله شكر من رءيس الاحتلال الاسراءيلي وصورت في فلسطين المحتله,Celebrities,Racial,no,no
 وكالات مقتل عد من الاشخاص باطلاق نار في ولايه اوريغون الامريكيه,News,Racial,no,no
 طيب بس يخفوا من اخبار الزباله الي اسمها لان صراحه الوضع مقرف حتي توقفت عنها من ايام,News,Appearance,yes,no
 امبراطور وخليفه الشواذ والمثلين,News,Sexual,yes,yes
 قاتل اله النفاق واهله وحشرهم اله في الدرك الاسفل من النار لن تكون مشهوراولك مكانه في المجتمع وذا منصب وقياده ولن تستمر في شهرتك ومنصبك ومكانتك الابالنفاق الفاضح قال تعالي ذلك بانهم استحبوا الحياه الدنيا علي الاخره وان اله لايهدي القوم الكافرين,Celebrities,Racial,no,no
 سابقي مشجع لنادي مهما كان ساكون جندي من ضمن الصفوف المدافعه عن فريقي مهما ضرب و ارهق ساكون محب ومشجع له حتي يعود كما كان وكما عرفته لن اغير الاحمر مهما تغيرت الاحوال,Sports,Racial,no,no
 فلسطين عربيه اسلاميه رغم انف الجميع,News,Appearance,no,no
 ابدا ماهو حضاره ولا تطور ولا انسانيه انكم تجاملون ارهابين وتطبعون معهم,News,Racial,yes,yes
 لقاء ينهل من قامه وعبر منبر قناه سيكون بلا شك شبه مختصر معني القياده السعوديه حول قضيه فلسطين وكل ماتبعها من كذب وزيف مسميات المانعه والمقاومه التي تزايد علي السعوديه وغيرها حول فلسطين وغير فلسطين تعريه قناه الاخوان ونظام شبه الجزيره قريبا 👇,News,Racial,yes,yes
 رغم بيعهم وتطبيعهم وخيانتهم لها فلسطين حق اصيل لنا,News,Racial,no,no
 الاخوه في تم قطع رقمي الجوال من وانا مسده الفاتوره ويطالبوني بتسديد مبالغ غير مفوتره لاعاده الجوال اتمني التجاوب منكم ياهيءه الاتصالات واصدار عقوبات ع هالشركه الاستغلاليه وتم الاتصال عليهم وعدم التجاوب منهم,Celebrities,Racial,no,no
 انباء عن قيام القوات المسلحه بالقاء القبض علي مجموعه من الدواعش بعد مداهمه وكر لتنظيم داعش الارهابي في منطقه وادي الحياه جنوب غرب سبها,News,Racial,no,no
 في من معاير البقاء والاستمرار في منصبك ان تكون فاشل في اداء عملك ومكروه من قبل الناس هنا تستمر وتدوم في منصبك,News,Intelligence,yes,yes
 ماهي اكثر دوله عربيه شهره في الطبخ,Celebrities,Racial,no,no
 الاطلاله الاولي لجيزال خوري علي شاشه سكاي نيوز عربيه تابعوا برنامج كل يوم احد في تمام الساعه مساء,Sports,Racial,no,no
 قبل الانتخابات الاخيره وعد البنانين ب الف وظيفه ولكنه اقفل قطع رواتب موظفين وصرف اخرين من دون تعويض مين جرب المجرب كان عقله,Celebrities,Racial,no,no
 ︎ القاءد العسكري فلسطين من بحرها الي نهرها ارض وقف عربيه اسلاميه لا يجوز التنازل عن شبرا منها و سلاحنا سيبقي مشرعا في وجه العدو الصهيوني حتي دحره عن ارضنا,News,Racial,no,no
 الصعيد مصنع الرجال رجاله يا صعايده واله ربنا معاكم ثوره ضد الظلم ثوره ضد الظغيان ملعون الظالم ملعون يا سيسي نهايتك قربت انت وكل كلابك وكل اعوانك,News,Racial,yes,yes
 تكريم قصه الهام اخري من المدرسه الافريقيه استاذ عبد الغفار احمد خريج المدرسه الافريقيه يتكرم من المركز الدبلوماسي بسفاره بجمهوريه البوست كامل,News,Racial,no,no
 جثمان امير الراحل الشيخ صباح الاحمد يواري الثري في مقبره الصليبيخات شمال شرقي البلاد رحمه اله وغفر له وتقبل في الفردوس الاعلي من الجنه,News,Racial,no,no
 بتمد ايدك ع ابوك يا كلب,Sports,Appearance,yes,yes
 تحاصرها الملاين في ملعون ابو العشق فيديو,Celebrities,Racial,yes,no
 يا شويه حكام اقل من الكلاب,News,Appearance,yes,yes
 اله يلعنك يا حكم مب بلنتي 😡 😡 😡 💔 💔 عيال وش ذي المباراه مو معقول 😡 😡 😡,Sports,Racial,yes,yes
 بدات الطيران في عمر ال عام سمين اوزتورك اول قاءده طاءره استعراض جوي,News,Appearance,no,no
 الاعلام البناني اعلام فاشل اعلام الراقصات والغناء والبرماج الغناءيه لا يصلح لاكثر ما ذكرت,News,Intelligence,yes,yes
 اجتماع عربي صيني لبحث تطوير لقاح فعال ضد كورونا,News,Racial,no,no
 هل تعلم ان اول عمليه نقل دم من كلب لطفل نجحت وعاش الطفل و كبر واصبح مسءول عربي,News,Appearance,yes,yes
 كلب لوت اصلي 😁,Gaming,Appearance,yes,yes
 قلت الكلام هضا من قبل اطلع بروحك يا كلب,News,Appearance,yes,yes
 العاهل الاردني الملك عبد اله الثاني فقدنا اخا كبيرا وزعيما حكيما كان قاءدا استثناءيا واميرا لانسانيه والاخلاق,News,Racial,no,no
 فساد السيسي في اول سنوات من حكمه اكبر من فساد حسني مبارك في سنه,News,Intelligence,yes,yes
 اول مباراه لهم بعد اغتصاب,Sports,Sexual,yes,yes
 قرار السلم والحرب في يجب ان ينحصر بالبرلمان شغل العصابات تقر مصيرنا لازم يخلص نحنا لا عبالنا نقاوم و لا عنا مانع لسلام مع كل الكوكب خربتو بلدنا كرمال فلسطين والفلسطينين شعلولنا الحرب الاهليه وكذلك كرمال ايران وايران رح تخطف ما تبقي من انفاس لبنان البرلمان القادم طبعا 😊,News,Racial,no,yes
 رونالدو اغتصب يوفنتوس و دمر بوفون,Sports,Sexual,yes,yes
 يوم حزين علي العرب والامه الاسلاميه,News,Racial,no,no
 الاحمق والخونه لاوطانهم,News,Intelligence,yes,yes
 واله ان الشاعر الكبير اصاب حين قال لست خجولا حين اصارحكم بحقيقتكم ان حظيره خنازير اطهر من اطهركم,News,Appearance,yes,yes
 ليش هل تخلف حرفيا يعني 🥺 💔,Celebrities,Intelligence,yes,yes
 🛑 🛑 لتاكيد الخبر 👇 👇 عضو الجنه الماليه النيابيه عبد الهادي السعداوي رواتب الموظفين ستوزع بشكل كامل خلال الاسبوع الجاري,News,Racial,no,no
 🎙 اليله نتظركم في بعد التوقف امس نظرا لحاله الحداد علي الشيخ يرحمه اله اذكروه بدعوه ابوناصر ترك اثرا طيبا وذكري عطره في نفوس الجميع ابتدا من والدنا خادم الحرمين اطال اله عمره وصولا الي كل افراد الشعب السعودي والعربي,News,Racial,no,no
 رامزي فاشل,Sports,Intelligence,yes,yes
 العين التي تمتلء بك لن تنظر لغيرك حاضرا كنت او غاءبا,News,Appearance,no,no
 قمه الغباء الهدف ده يتلغي برود وبيض الصراحه ولا يهمك يا ليو واله عبقري 😍 😍,Sports,Intelligence,yes,no
 مادري كيف تجرات لاسف بس بجربها احس كله من اوتلاست ابا العب شي تافه الحين,Gaming,Intelligence,no,no
 الاءول في العلم العربي اذا كان في عرب النضام الوهابي الصهيوني التاريخ ينبيء انهم في الاءصل من يهود الجزيره,Celebrities,Racial,no,no
 انا بعرف الشعار الي شاركو بشاعر المليون كانو ياكلون لحم خنزير بشاطي الراحه ولا شنو شنو هالتمجيد,News,Appearance,yes,yes
 القضيه الفلسطينيه اكبر من كل الاقزام المتطاولين عليها,News,Racial,yes,no
 البحريه التركيه تصدر اخطارا ملاحيا تعلن فيه عن اجراء عمليات شرقي البحر المتوسط,News,Racial,no,no
 قناه سعودي المساعدات تاتي في اطار التوجيهات السديده من خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز ولي عهده الامين لتقديم الاغاثه العاجله لمتضرين من الامطار والسيول في جمهوريه السودان,News,Racial,no,no
 غريب ان يجتمع اسوء البشر لحكم البلاد سواء عرب او اروبن,News,Racial,yes,no
 شو فايدتو لطاءفتكن اذا الموقع الرءاسي الاول عالهويه مسيحي واما الجوهر عروس ماريونيت بايدين ميليشيا 😁,News,Racial,no,no
 ي عيني عين علي القادح 💛 💛,Sports,Appearance,no,no
 فلسطينيون يتوقعون قيام بتوجيه ضربه عسكريه لقطاع,News,Racial,no,no
 استكملت وزاره الصحه امس الثلاثاء استلام المنحه لمساعده فلسطين في التصدي لجاءحه كورونا وقالت وزيره الصحه مي الكيله ان الوزاره تسلمت اليوم باقي المنحه السعوديه المتمثله في اسره مستشفيات وطاولات لعمليات الجراحيه واجهزه تنفس اصطناعي,News,Racial,no,no
 اخبث و امكر و افظع دولتين مرت علي الدول العربيه و اسالوا التاريخ الاسود عنهما,News,Racial,yes,yes
 نادي ⁧ يعلن عوده الفرنسي غوميز والايطالي جيوفينكو والثلاثي السعودي عبد اله الحافظ وسالم الدوسري وعبد اله الجدعاني الي ⁧ الرياض ⁩ بعد تعافيهم من فيروس ⁧ كورونا ⁩,Sports,Racial,no,no
 السيد سنري ما الذي سيحصل في الايام والاسابيع المقبله علي الحدود مع فلسطين المحتله,News,Racial,no,no
 فشل في حمايه المواطن من يجعله غير مءهل لرءاسه,News,Intelligence,yes,yes
 قناه سعودي السياسيه المساعدات تاتي في اطار التوجيهات السديده من خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز ولي عهده الامين لتقديم الاغاثه العاجله لمتضرين من الامطار والسيول في جمهوريه السودان,News,Racial,no,no
 خادم الحرمين في برقيه لسمو و علي مر التاريخ تربطهما اواصر راسخه من العلاقات الثناءيه المتميزه ومصيرا مشتركا واحدا,News,Racial,no,no
 الفريدو مارتينيز يوفنتوس قطع مفاوضاته مع سواريز ❌,Sports,Racial,no,no
 سمو امير البلاد يتلقي اتصالا هاتفيا من اخيه خادم الحرمين الشريفين عبر خلاله عن خالص تعازيه بوفاه سمو امير البلاد الراحل,News,Racial,no,no
 لصنع حساء من زعانفها يتم قطع زعانف سمكه القرش ورمي السمكه في الماء ⁦ سمك القرش يقتل شخصا سنويا الانسان يقتل اكثر من مليون سمكه قرش سنويا تنتج اسماك القرش زيتا طبيعيا ربما يستخدم في لقاح مضاد كم سيصبح العد بعد كورونا,News,Racial,no,no
 ريال مدريد ريال بيتسي هدف قاتل من راموس يعطي اول فوز لملكي في الدوري شاشه كامله,Sports,Racial,no,no
 اهبل او احمق او معتوه من يعتقد ان احراق قبضه الثوره يطفء الثوره,Celebrities,Intelligence,yes,yes
 سب فشل الالعاب هو القليتش 😒,Gaming,Intelligence,no,no
 هل لبنان عربي او اوروبي عربي من حيث الجغرافيا والانتماء واوروبي الطباع والولاء وتبعيه الاستعمار فمن اراد شي من لبنان فعليه الذهاب الي فرنسا حتي البنانيون انفسهم اذا ارادوا شي في لبنان فلابد من ذهابهم الي فرنسا لذلك فحاكم لبنان حاكم صوري لايقدم ولا يءخر,News,Racial,no,yes
 رجعوا عملو حرب اهليه مثل ايام زمان لك تفو عهيك شعب طلعت ريحتكم واحد واحد من الجوع يا حوش,News,Appearance,yes,yes
 جبر اله كسر قلوب شعب 💔 😭 قياده وشعبا 💔 🇰 🇼,News,Racial,no,no
 اخرس انت مهرج وعنصري مشاهد كارثيه في اول مناظره بين و,News,Appearance,yes,yes
 يا يهود الزمان انتم حمير و تيوس بكم تقاس التيوس حين اضحي شمويل فيكم رءيسا و بقدر المرءوس ياتي الرءيس هو ثور وربه كان عجلا,News,Intelligence,yes,yes
 معا مع عبر بعد فشل في اما تعطيل او اغتيال اله يحفظ و رءيسها و شعبها الاوفياء و يبعد عنها الفتن ما ظهر منها و ما بطن,News,Intelligence,no,no
 الخنزير و لنظام السوري افهموها بقي ما حدا بدو ياكن ولا حدا بدو مساعداتكن,News,Appearance,yes,yes
 🟡 بدات اخجل من نقل خبر سقوط صاروخ في المنطقه الخضراء 🟡 علي الحكومه ردع مطلقي الصواريخ لان البقاء بهذا الحال فشل حكومي مطلق 🔴 بتاريخ العراق لم تمر حكومات بهذا الضعف والفشل,News,Intelligence,yes,yes
 نفاق سياسي مقرف و ماعندهم الا مبدا المصالح تصالح 👣 👣,News,Appearance,yes,yes
 مدحوا بياض الثلج وجنوا بياض الياسمين وماذا اقول انا عن بياض النسرين ان لم يسمعوا به تجاهليهم فهم مجانين صباحك سيدتي ماء عذب معين لا بل اكثر,Celebrities,Racial,no,no
 التطبيع ليس علاقات مع الصهاينه انما هو نذاله وسفاله وحقاره وخيانه لفلسطين وشعب فلسطين ومقدسات فلسطين,News,Racial,yes,no
 الباحث في الشان اليبي عبد الستار حتيته وفد مجلس الدوله يناور القوي السياسيه من اجل كسب مزيد من الوقت وخلافات داخل صفوف اخوان,News,Racial,no,no
 وزير الصناعه والتكنلوجيا التركي مصطفي ورانك تركيا بدات في جني ثمار دراسات ايجاد لقاح وانتهت مرحله التجارب علي الحيوانات لقاحين تركيا علي كل الجبهات تعلن نجاحها بشكل يومي ماشاء اله بس لحيون هاذ لم ولن يجدو له لقاح الحل الوحيد بول حمير,News,Intelligence,yes,yes
 المهندس احمد حسينات يتكفل بالرسوم الجامعيه لطالب احمد الشخانبه الذي اقدم علي حرق نفسه بعدما عجز عن سداد متطلبات الجامعه,News,Racial,no,no
 لا يءمن مكره وخيانته فهو قاتل خاءن منقلب و بصراحه طلعت فاشوش صوت وبس,News,Racial,yes,yes
 الصيدلي ما هو الي قطع عنك الدواء متل ما انقطاع الدواء عم يضرك فعم يضره اكتر لان هيدا باب رزقه واكيد ما في اي صيدلي مبسوط ومرتاح لوضع الراهن كل الصيادله عايشين بحاله يرثي لها وكتير منهم افلسوا وسكروا صيدلياتهم وقاعدين بيوتهم من دون شغل او مصاري,Celebrities,Racial,no,no
 اكبر ارهابي فاسد وانت الخطر الاكبر علي الدوله يا واطي,News,Racial,yes,yes
 خذها مني لن ينجح وسيفشل مثلما فشل مع,Sports,Intelligence,yes,yes
 كل ما يتحدث عنه الروس واذنابهم هو محض افتراء فهم اعداء الانسانيه وحاقدين علي الاسلام وكلامهم عن محاربه الارهاب تبرير تافه لاجرامهم,News,Intelligence,yes,yes
 وفاه القيادي في داخل سجون كلب الحراسه الصهيوني الهم ارحمه واكرم نزله,News,Appearance,yes,yes
 شو يا حلوه ع اساس هيدا العدو الصهيوني الغاشم يلي ما بيبث غير اخبار مغلوطه بهدف ضرب المقاومه صرتي بتعتمدي مرجع,News,Racial,yes,yes
 بعد قصف دخول اليات تركيه الي الان ⁦ و استنفار عام لجميع قوات الجيش الوطني يارب سلم و اهلها وانصر الجيش المحمدي والجيش السوري الحر 🇹 🇷,News,Racial,no,no
 القواطي الفاشنستات وش سالفه امهم مع حمار قطر كلهم حاطين صورته ولن نسي وقفتك ولن نسي فلوسك ودعمك لنا نعنبو من جمعكم يالخمه ه,News,Intelligence,yes,yes
 اولاد القحبه لست خجولا حين اصارحكم بحقيقتكم ان حظيره خنزير اطهر من اطهركم تحرك دكه غسل الموتي اما انتم لا تهتز لكم قصبه,News,Appearance,yes,yes
 هذه تعتبر قافله كلاب تسير,News,Appearance,yes,yes
 هلق سعد الحريري بس حكومه اختصاصين حيوزر وزير اختصاص حرق واعتداء علي العالم تيار البلطجيه مثله مثل باقي الاحزاب,Celebrities,Racial,yes,yes
 اخي المواطن العربي ستبدو بمنظر مقز جدا وانت تدافع عن عهر دولتك في العلاقات الحميميه الاسراءيليه,News,Appearance,yes,yes
 وفاتان ب في مستشفي الجامعه الاردنيه الوفاه الاولي العمر عام كان يعاني من ارتفاع السكر والضغط واصابه التهاب رءوي حاد الوفاه الثانيه العمر عام مصاب بفشل كلوي وكان يخضع سابقا لغسيل كلي واصابه التهاب رءوي حاد د عبد العزيز زيادات مدير عام مستشفي,News,Racial,no,no
 ذي اتلانتك الاميركيه اوجه شبه بين فشل ترامب بكورونا وانفجار بيروت,News,Intelligence,yes,yes
 وبعض الانظمه العربيه كلاب حراسه ع الشعوب السنيه العربيه,News,Appearance,yes,yes
 اله يلعن هالزمن يلي خلا دموع تنزل 💔,Celebrities,Racial,yes,no
 يا استاذ ابراهيم تراه من كلاب لا راح و لا جا و عنده مهمه من انه يحاول يستفزك لكن هيهات يا ما يهزك طقاع النعاج,News,Appearance,yes,yes
 من غباء الاتحاد الاسيوي انه لم يامر الانديه المشاركه في البطوله قبل بدا البطوله ب ايام حتي تكون الانديه في اجراء,Sports,Intelligence,yes,yes
 غباء اهمال نيه جرميه واضحه ضد الشعب البناني,News,Intelligence,yes,yes
 كلاب بوليسيه مدربه تكشف عن المصابين بكورونا,News,Appearance,no,no
 بايدن انا لست هنا لابرهن اكاذيب ترامب الكل يعلم انه كذاب تحولت الي فوضي بسب تبادل الاهانات بين ترامب وبايدن بكثره الي درجه ان قال ل اخرس في حين رد الرءيس الامريكي بعبارات اهانات اخري لبايدن,News,Appearance,yes,yes
 حكم باعدام منتمين لجماعه الاخوان في قتل افراد شرطه بالشرقيه,News,Racial,no,no
 الجنرال لا يهمه الا صهره وال عون وتاريخه يشهد بانه شخصيه انتهازيه عدوانيه عنصريه معرقله قبل الطاءف وبعده وبعد اغتيال الحريري ومارمخايل وقبل منصب الرءاسه وخلاله,Celebrities,Racial,yes,yes
 اخر ما يمكن لكاذبين و المدلسين قوله استعان بالعفاريت لتفريغ المخزن المليء بالصواريخ الذي زعم انه يحتوي علي سلاح تابع لحزب اله في طرفه عين,News,Appearance,yes,yes
 داخليه اقليم كردستان بشان قصف اربيل مستعدون لردع اي اعتداء,News,Racial,no,no
